Link,Company,About,Description,Employees,Homepage,Crunchbase,LinkedIn,Facebook,Twitter
https://climatescape.org//organizations/fulcrum-bioenergy,Fulcrum BioEnergy,"Fulcrum Bioenergy converts household garbage into low-carbon transportation fuels, including jet fuel, diesel, and ethanol.",Нет данных,"Pleasanton,",http://www.fulcrum-bioenergy.com,https://www.crunchbase.com/organization/fulcrum-bioenergy,https://www.linkedin.com/company/fulcrum-bioenergy-inc./,https://www.facebook.com/fulcrumbioenergy/,https://twitter.com/fulcrumbio?
https://climatescape.org//organizations/full-circle-biochar,Full Circle Biochar,Full Circle Biochar develops products and technologies based on bio-charcoal to address the needs of agricultural markets.,Нет данных,"Dallas,",http://fullcirclebiochar.com/,https://www.crunchbase.com/organization/full-circle-biochar,https://www.facebook.com/full-circle-biochar-209065162498340,Нет данных,Нет данных
https://climatescape.org//organizations/fullmoon,FullMoon,Fullmoon Sensors designs and deploys intelligent chemical sensing networks for continuous monitoring of airborne chemicals.,Нет данных,LinkedIn,https://fullmoonsensors.com/,https://www.crunchbase.com/organization/fullmoon-sensors,https://www.linkedin.com/company/fullmoonsensors,Нет данных,Нет данных
https://climatescape.org//organizations/future-family,Future Family,The pathway to parenthood made easy,"Future Family provides women and couples with personal, affordable, and world class fertility care.",11-50,https://www.futurefamily.com/,https://www.crunchbase.com/organization/future-family,https://www.linkedin.com/company/future-family/,https://www.facebook.com/futurefamilysf/,https://twitter.com/futurefamilysf
https://climatescape.org//organizations/future-grid,Future Grid,Software that helps Utilities deliver safe and reliable electricity by analyzing real-time smart meter data,"Developer of data management platform designed to transform data points into real-time decisions. The company's platform connects, processes and analyses data points per day, decreases service power consumptions, imports data from any source, anytime and anywhere as well as combines complex algorithms for real-time processing, enabling energy, utility and other sectors to have data on real-time at low cost and reduce infrastructure costs.",11-50,http://www.future-grid.com.au,https://www.crunchbase.com/organization/future-grid,https://www.linkedin.com/company/future-grid/,https://www.facebook.com/pages/Future-Grid/383416628432630,https://twitter.com/futuregridaus
https://climatescape.org//organizations/future-net-zero,future Net Zero,Better business. Better planet.,"OUR MISSION
TO DEMONSTRATE THE COMMITMENTS THAT BUSINESSES AND SUPPLY CHAIN PROVIDERS ARE TAKING AND NEED TO TAKE ON THE PATHWAY TO NET ZERO.
TO INFORM, EDUCATE AND INSPIRE ENABLING OTHERS TO FOLLOW BY DRIVING INNOVATION THROUGH BUSINESS COLLABORATION.

Works in these sectors:
Built Environment,
Digital & Tech
Education
Energy & Heat
Finance
Food & Agriculture
Infrastructure
Pharmaceuticals & Health
Politics
Retail
Transport & Freight
Waste & Water
",11-50,http://futurenetzero.com/,https://www.linkedin.com/company/future-net-zero/,https://twitter.com/futureNetZero,Нет данных,https://www.facebook.com/futurenetzero/
https://climatescape.org//organizations/fyto,Fyto,Revolutionary sustainable agriculture,Нет данных,"Cambridge,",http://fyto.us,https://www.crunchbase.com/organization/fyto-inc,https://www.linkedin.com/company/fyto-inc,Нет данных,Нет данных
https://climatescape.org//organizations/gelion-technologies,Gelion Technologies,,"Developer of unique battery platform technology designed in a way that can be specifically adapted to the performance requirements of the battery. The company's technology exploits the versatility, targeting diverse applications including support for remote power infrastructure, utility storage, and distributed storage in homes and offices.",11-50,http://www.gelion.com,https://www.linkedin.com/company/gelion/,https://twitter.com/Gelion16,Нет данных,Нет данных
https://climatescape.org//organizations/geltor,Geltor,Geltor is the conscious biodesign company creating the world’s most advanced designer proteins.,"Geltor is a bio-design company creating high-value designer proteins, including collagen. Its proteins are 100% animal- and GMO-free, and are cultivated using a sustainable fermentation process. Geltor’s products produce less waste and consume fewer natural resources.",11-50,https://geltor.com/,https://www.crunchbase.com/organization/geltor,https://www.linkedin.com/company/geltor-inc.,https://www.facebook.com/geltorinc,https://twitter.com/GeltorInc
https://climatescape.org//organizations/genability,Genability,Genability is a company that provides solutions to track and adjust energy usage and savings.,Нет данных,San,http://www.genability.com/,https://www.crunchbase.com/organization/genability,http://www.linkedin.com/company/genability,http://www.facebook.com/genability,http://twitter.com/genability
https://climatescape.org//organizations/genbright-engie,Genbright (Engie),Genbright is a company pioneering the integration of distributed energy resources into wholesale electricity markets.,Нет данных,"Hingham,",https://www.genbright.com/,https://www.crunchbase.com/organization/genbright,https://in.linkedin.com/company/genbright-llc,Нет данных,Нет данных
https://climatescape.org//organizations/gensoric-gmbh,Gensoric GmbH,Gensoric is a technology and solution provider which opens-up new ways in electrochemical analysis and synthesis.,Нет данных,"Rostock,",http://www.gensoric.com/index.php,https://www.crunchbase.com/organization/gensoric,https://www.linkedin.com/company/gensoric-gmbh/,https://www.facebook.com/gensoric/,https://twitter.com/gensoric
https://climatescape.org//organizations/geooptics,GeoOptics,"Geooptics, an environmental data company, carries out daily weather forecasting and environmental monitoring and research activities.",Нет данных,"Pasadena,",http://www.geooptics.com,https://www.crunchbase.com/organization/geooptics,https://www.linkedin.com/company/geooptics-inc.,Нет данных,Нет данных
https://climatescape.org//organizations/geronimo-energy,Geronimo Energy,Community driven. Farmer friendly.,Repowering America: A Full-Service Wind & Solar Energy Development Firm,51-200,http://geronimoenergy.com,https://www.crunchbase.com/organization/geronimo-energy,https://www.linkedin.com/company/geronimo-wind-energy/,Нет данных,https://twitter.com/GeronimoEnergy
https://climatescape.org//organizations/ghgsat,GHGSat,GHGSat’s satellite platform monitors emissions more accurately & at a fraction of the cost of comparable alternatives,"GHGSat provides global emissions monitoring services, currently for greenhouse gases and ultimately also for air quality and other trace gases from a wide range of sources.",11-50,https://www.ghgsat.com/,https://www.crunchbase.com/organization/ghgsat,https://www.linkedin.com/company/ghgsat-inc-/,https://www.facebook.com/GHGSat-Inc-210426455770565/,https://twitter.com/ghgsat
https://climatescape.org//organizations/gi-energy,GI Energy,GI Energy is a leader in providing our customers with intelligent energy solutions.,Нет данных,New,https://www.gienergyus.com/,https://www.crunchbase.com/organization/gi-endurant,https://www.linkedin.com/company/gi-energy-us,Нет данных,https://twitter.com/geothermalint
https://climatescape.org//organizations/ginkgo-bioworks,Ginkgo Bioworks,Ginkgo Bioworks is a developer of biological engineering products and custom microbes across multiple markets.,Нет данных,"Boston,",http://www.ginkgobioworks.com,https://www.crunchbase.com/organization/ginkgo-bioworks,http://www.linkedin.com/company/ginkgo-bioworks-inc-,https://www.facebook.com/ginkgo-bioworks-439935809470328,https://twitter.com/ginkgo
